loadable,snapshot_date,source_commit,profiles,source,status,baseline_coverage,limited,evidence,coverage_scope,sanitizer_evidence,fuzz_evidence,companion_loadables,busybox_applet,busybox_availability,external_program,external_availability,comparison_scope,metric_kind,work_unit,benchmark_cases,selected_case,fixture,builtin_command,external_command,passes,timed_samples,bashos_result,bashos_ms,busybox_ms,external_ms,bashos_over_external,priority,next_work,notes
chrt,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,device;server;full,loadables/chrt.c,Query parity,Query parity,False,tests/util-linux-smoke.sh,Host output comparison for one query; no complete option or mutation coverage.; Selected queries or temporary-file operations; device mutation is not validated.,,,,,n/a,chrt,available,Same-name candidate; only measured arguments are compared.,compared,,chrt;chrt-pid1,chrt,empty,chrt -m,chrt -m,102,7,ok,4.512,,66.058,0.0683,P4,Extend sizes/options; no selected-case performance priority.,
cksum,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,server;full,loadables/cksum.c,Contract,Contract,False,tests/final-smoke.py,"Independent crypto/format fixtures, parser cases, local services or selftests; scope varies by command.",tests/final-sanitize.sh,,,,n/a,cksum,available,Same-name candidate; only measured arguments are compared.,compared,,cksum,cksum,text,cksum,cksum,47,7,ok,51.604,,87.076,0.5926,P4,Extend sizes/options; no selected-case performance priority.,
claude,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,full,loadables/claude.c,Contract,Contract,False,tests/final-smoke.py,"Independent crypto/format fixtures, parser cases, local services or selftests; scope varies by command.",tests/final-sanitize.sh,,,,n/a,,n/a,Provider API client; separate response parsing from remote service latency.,compared,649973-byte JSON string literal scanned and decoded (escaped quote/backslash/TAB/control and \uXXXX to UTF-8) to 635986 bytes out,claude-parse-response;claude-unescape,claude-unescape,jsonstring,claude unescape,jq -j .,11,7,ok,73.361,,99.722,0.7357,P4,Extend sizes/options; no selected-case performance priority.,
clip,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,desktop;full,loadables/clip.c,Contract,Contract,False,tests/terminal-smoke.py,"Decoder, state, selftest, private PTY or file fixtures; not all live UI interactions.",tests/terminal-sanitize.sh,,buf,,n/a,,n/a,Buffer clipboard API; compare copy/paste operations.,compared,"4,000 yank-ring lines (209,906 bytes) written to stdout per pass; the guarded one-time reset (buf load, realize, copy-range) is charged once per timed batch to both sides",clip-text,clip-text,empty,clip text 0,head -n 4000 text,37,7,ok,50.945,70.097,34.676,1.4692,P3,"Confirm clip-text (1.47× external time), then profile.",
cluster,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,full,loadables/cluster.c,Smoke,Smoke,False,tests/misc-smoke.py,Version/help or empty spool query only.,,,,,n/a,,n/a,Project membership protocol; define peer and failure scenarios.,compared,"1768818-byte member roster streamed to stdout through bc_members' fopen + 4 KiB fread/fwrite loop (cluster.c:239-254); output is byte-identical to the roster file, so /usr/bin/cat and busybox cat do the same job",cluster-members,cluster-members,empty,cluster members,cat clusterstate/members,40,7,ok,19.949,33.839,37.845,0.5271,P3,"Add peer membership, timeout and disconnect fixtures.",Only a version smoke check is mapped here.
cmp,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,core;device;server;desktop;full,loadables/cmp.c,Bench checked,Build/help,False,,,,,,cmp,available,cmp,available,Same-name candidate; only measured arguments are compared.,compared,,cmp,cmp,empty,cmp text copy,cmp text copy,53,7,ok,34.083,175.192,44.558,0.7649,P4,Extend sizes/options; no selected-case performance priority.,
col,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,core;device;server;desktop;full,loadables/col.c,Bench checked,Build/help,False,,,,,,,n/a,col,available,Same-name candidate; only measured arguments are compared.,compared,,col;col-text,col,left,col -b,col -b,20,7,ok,63.252,,123.393,0.5126,P4,Extend sizes/options; no selected-case performance priority.,"Repeated redirected stdin is fixed; tests/col-check.sh matches GNU on three fresh redirections. Output is newline-terminated as util-linux does, including an unterminated final line, which is what the large text fixture has. File operands are a bash-os extension: util-linux col reads stdin only and rejects an operand, so that path has no reference."
colrm,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,core;device;server;desktop;full,loadables/colrm.c,Parity,Parity,False,tests/text-tools-parity.sh,Small host-comparison fixtures; this is not complete CLI conformance.,,,,,n/a,colrm,available,Same-name candidate; only measured arguments are compared.,compared,,colrm,colrm,text,colrm 4,colrm 4,24,7,ok,71.451,,132.323,0.54,P4,Extend sizes/options; no selected-case performance priority.,Repeated redirected stdin is fixed; tests/colrm-check.sh matches GNU on three fresh redirections.
column,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,core;device;server;desktop;full,loadables/column.c,Parity,Parity,False,tests/text-tools-parity.sh,Small host-comparison fixtures; this is not complete CLI conformance.,,,,,n/a,column,available,Same-name candidate; only measured arguments are compared.,compared,,column,column,tabs,column -t,column -t,7,7,ok,91.162,,370.905,0.2458,P4,Extend sizes/options; no selected-case performance priority.,Repeated redirected stdin is fixed; tests/column-check.sh matches GNU on three fresh redirections.
comm,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,core;device;server;desktop;full,loadables/comm.c,Bench checked,Build/help,False,,,,,,,n/a,comm,available,Same-name candidate; only measured arguments are compared.,compared,,comm,comm,empty,comm left right,comm left right,61,7,ok,47.51,,94.195,0.5044,P3,"Profile input/output and allocation costs on the comm fixture, then measure the proposed change.",Repeated-input and write-failure contracts are covered by tests/comm-check.sh. The timed comm case remains slower than GNU on this host.
coreutils,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,full,loadables/coreutils.c,Contract,Contract,False,tests/large-smoke.py,"Private images, files, loopback services or tool-specific fixtures.",tests/large-sanitize.sh,,,,n/a,Individual coreutils programs,adapter,Dispatcher with several commands; measure each subcommand.,compared,,coreutils-factor;coreutils-factor-big;coreutils-fmt;coreutils-groups;coreutils-install;coreutils-numfmt;coreutils-tac;coreutils-tsort,coreutils-tac,empty,coreutils tac left,tac left,30,7,ok,70.476,142.003,24.17,2.9158,P3,"Confirm coreutils-tac (2.92× external time), then profile.","Dispatcher; each subcommand is measured separately. nproc's default counts the affinity mask, as GNU's does, so it follows a taskset pin; --all reports every configured processor. GNU's OMP_NUM_THREADS and OMP_THREAD_LIMIT overrides are deliberately not implemented."
cp,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,core;device;server;desktop;full,loadables/cp.c,Contract,Contract,False,tests/host-smoke.sh;tests/regressions.py,"Basic file, pipe or archive behavior with an empty PATH.; Repeated calls, literal arguments, process isolation and file-state regressions.",,,,cp,available,cp,available,Same-name candidate; only measured arguments are compared.,compared,,cp,cp,empty,cp text copied,cp text copied,80,7,ok,14.26,76.472,90.361,0.1578,P4,Extend sizes/options; no selected-case performance priority.,A forced copy that cannot read its source keeps the existing destination; tests/cp-check.sh matches GNU.
cred,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,server;full,loadables/cred.c,Smoke,Smoke,False,tests/system-smoke.sh,Selected read/query paths; no full subsystem integration claim.,,,,,n/a,,n/a,Credential API with optional project kernel support.,self-timed,"one identity snapshot per call: getuid, getgid, geteuid, getegid and getgroups(64) formatted into a uid=/gid=/euid=/egid=/groups= line",cred-status,cred-status,empty,cred status,cred status,140,7,ok,4.779,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
cron,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,server;full,loadables/cron.c,Contract,Contract,False,tests/large-smoke.py,"Private images, files, loopback services or tool-specific fixtures.",,,,crond,available,cron / crond,adapter,Use a private schedule and job directory; measure scheduling delay and dispatch.,self-timed,153016 candidate minutes evaluated (localtime_r + 5-field schedule match each) to reach the next 29 Feb 04:30,cron-next,cron-next,empty,cron next --from 1700000000 30 4 29 2 '*',cron next --from 1700000000 30 4 29 2 '*',7,7,ok,85.678,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
crontab,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,server;full,loadables/crontab.c,Contract,Contract,False,tests/misc-smoke.py,Independent expected values or private file/socket fixtures.,,,,crontab,available,crontab,available,Same-name candidate; only measured arguments are compared.,self-timed,"797916 B / 12001-line crontab installed: policy check, 4 KiB-buffered copy into <dst>.tmp.<pid>, chmod 0600, atomic rename",crontab-install,crontab-install,empty,crontab crontab.txt,crontab crontab.txt,67,7,ok,29.185,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
crypto,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,server;full,loadables/crypto.c,Contract,Contract,False,tests/final-smoke.py,"Independent crypto/format fixtures, parser cases, local services or selftests; scope varies by command.",tests/final-sanitize.sh,,,sha256sum,available,sha256sum / openssl,adapter,Current timing covers SHA-256 only.,compared,,crypto,crypto,blob,crypto sha256 -x,sha256sum,11,7,ok,74.628,69.599,49.871,1.4964,P3,"Confirm crypto (1.50× external time), then profile.",A failed digest write now returns failure; tests/crypto-check.sh covers sha256 -x > /dev/full.
csplit,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,core;device;server;desktop;full,loadables/csplit.c,Parity,Parity,False,tests/text-tools-parity.sh,Small host-comparison fixtures; this is not complete CLI conformance.,,,,,n/a,csplit,available,Same-name candidate; only measured arguments are compared.,compared,,csplit,csplit,empty,csplit text 10 20,csplit text 10 20,40,7,ok,38.202,,49.438,0.7727,P4,Extend sizes/options; no selected-case performance priority.,Repeated redirected stdin is fixed; tests/csplit-check.sh matches GNU piece files across three redirections.
curl,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,server;full,loadables/curl.c,Contract,Contract,False,tests/large-smoke.py,"Private images, files, loopback services or tool-specific fixtures.",tests/large-sanitize.sh,,,,n/a,curl,available,Same-name candidate; only measured arguments are compared.,compared,"one loopback HTTP/1.1 GET: 423105 B response read, headers parsed, 423000 B Content-Length body written to stdout; the timed pass also includes the reset (subshell fork, one-shot bash-os nc peer serving the 423 KB, one or two ss socket-table dumps), a term common to both columns",curl-loopback-body,curl-loopback-body,empty,curl -s http://127.0.0.1:19080/fixture,curl -s http://127.0.0.1:19080/fixture,23,7,ok,75.538,,237.534,0.318,P4,Extend sizes/options; no selected-case performance priority.,
cut,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,pure;core;device;server;desktop;full,loadables/cut.c,Parity,Parity,False,tests/cut-parity.sh,Dedicated comparison suite; only the tested options and fixtures are covered.,,,,cut,available,cut,available,Same-name candidate; only measured arguments are compared.,compared,,cut,cut,text,cut -d ' ' -f 1,cut -d ' ' -f 1,80,7,ok,31.713,351.001,171.164,0.1853,P4,Extend sizes/options; no selected-case performance priority.,
date,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,core;device;server;desktop;full,loadables/date.c,Contract,Contract,False,tests/rootfs-smoke.sh,Static binary in an isolated root filesystem; fixture paths only.,,,,date,available,date,available,Same-name candidate; only measured arguments are compared.,compared,,date-year;date-ymd,date-year,empty,date -u +%Y,date -u +%Y,84,7,ok,3.498,62.097,55.546,0.063,P4,Extend sizes/options; no selected-case performance priority.,
dd,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,core;device;server;desktop;full,loadables/dd.c,Bench checked,Build/help,False,,,,,,dd,available,dd,available,Same-name candidate; only measured arguments are compared.,compared,,dd,dd,empty,dd if=text bs=64K status=none,dd if=text bs=64K status=none,80,7,ok,6.519,67.475,59.376,0.1098,P4,Extend sizes/options; no selected-case performance priority.,
df,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,core;device;server;desktop;full,loadables/df.c,Contract,Contract,False,tests/rootfs-smoke.sh,Static binary in an isolated root filesystem; fixture paths only.,,,,df,available,df,available,Same-name candidate; only measured arguments are compared.,compared,,df,df,empty,df -P /dev,df -P /dev,105,7,ok,13.644,85.095,76.287,0.1789,P4,Extend sizes/options; no selected-case performance priority.,
dhcp6,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,server;full,loadables/dhcp6.c,Contract,Contract,False,tests/network-smoke.py,"Private files, packet/parser fixtures and loopback connections.",,,,udhcpc6,available,dhclient -6,adapter,Protocol/API fixture needed.,self-timed,one 118-byte DHCPv6 ADVERTISE decoded (CLIENTID/SERVERID/IA_NA/IAADDR/DNS/STATUS) and 12 key=value lines (208 B) printed,dhcp6-parse,dhcp6-parse,empty,dhcp6 parse 02abcdef0002000a000300010200000000990001000a000300010200000099990003002e000000070000070800000b400005001820010db800000001000000000000010000000e1000001c20000d000200000017002020010db800000000000000000000005320010db8000000000000000000000054,dhcp6 parse 02abcdef0002000a000300010200000000990001000a000300010200000099990003002e000000070000070800000b400005001820010db800000001000000000000010000000e1000001c20000d000200000017002020010db800000000000000000000005320010db8000000000000000000000054,140,7,ok,5.132,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
dhcpd,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,server;full,loadables/dhcpd.c,Contract,Contract,False,tests/large-smoke.py,"Private images, files, loopback services or tool-specific fixtures.",tests/large-sanitize.sh,,,udhcpd,available,dnsmasq / dhcpd,adapter,Private DHCP server exchange fixture needed.,self-timed,"256-lease DB (~12 KB) parsed, one 288-byte DHCPDISCOVER decoded, one 548-byte DHCPOFFER built and hex-encoded",dhcpd-respond,dhcpd-respond,empty,dhcpd respond 010106003903f326000080000000000000000000000000000000000002000000ab0100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501013d070102000000ab010c07626173682d6f733c09505845436c69656e74370d0103060c0f1a1c2a33363a3b42ff -c dhcpd.conf -l dhcpd.leases,dhcpd respond 010106003903f326000080000000000000000000000000000000000002000000ab0100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501013d070102000000ab010c07626173682d6f733c09505845436c69656e74370d0103060c0f1a1c2a33363a3b42ff -c dhcpd.conf -l dhcpd.leases,92,7,ok,23.475,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
dhcpd6,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,server;full,loadables/dhcpd6.c,Contract,Contract,False,tests/network-smoke.py,"Private files, packet/parser fixtures and loopback connections.",,,,,n/a,kea-dhcp6,missing,Private DHCPv6 server exchange fixture needed.,self-timed,"255-lease DB parsed, one 48-byte SOLICIT decoded, one 118-byte ADVERTISE (IA_NA/IAADDR/2 DNS) built and hex-encoded",dhcpd6-respond,dhcpd6-respond,empty,dhcpd6 respond 01abcdef0001000a000300010200000099990008000200000003000c0000000700000000000000000006000400170018 -c dhcpd6.conf -l dhcpd6.leases,dhcpd6 respond 01abcdef0001000a000300010200000099990008000200000003000c0000000700000000000000000006000400170018 -c dhcpd6.conf -l dhcpd6.leases,110,7,ok,20.798,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
